comment_text,source_url,date,sentiment_category
Hobi tjr four,https://www.facebook.com/salemmr/255238297885960_1622181214524988,2017-12-22 08:04:18,positive
SELEM Salem Mr RAK DHAMER OU ENHEBOUKBARCHA,https://www.facebook.com/salemmr/255238297885960_1621670871242689,2017-12-21 17:06:15,positive
Wlh masra7iya tayra fiha barcha dho7k w rabi m3ak amir w nchalah men 7asan ila a7san,https://www.facebook.com/salemmr/255238297885960_1621670871242689,2017-12-21 17:12:33,positive
Ma7lek amir dima netfarrej fi videowatek  wa7dek el7asilou :-) :-) <3 <3 <3 :* :*,https://www.facebook.com/salemmr/255238297885960_1620591964683913,2017-12-20 12:26:40,positive
rabi m3ak,https://www.facebook.com/salemmr/255238297885960_1619685488107894,2017-12-19 12:20:26,positive
i love you,https://www.facebook.com/salemmr/255238297885960_1619685488107894,2017-12-19 12:24:56,positive
Tooop,https://www.facebook.com/salemmr/255238297885960_1619685488107894,2017-12-20 11:12:16,positive
Bravo ðŸ‘ðŸ‘ðŸ‘,https://www.facebook.com/salemmr/255238297885960_1619685488107894,2017-12-21 21:00:22,positive
Top,https://www.facebook.com/salemmr/255238297885960_1619685488107894,2017-12-22 04:26:56,positive
i love youuuuu,https://www.facebook.com/salemmr/255238297885960,2017-12-19 12:43:00,positive
YA M3lm,https://www.facebook.com/salemmr/255238297885960,2017-12-18 13:19:22,positive
ya m3alem ya amir,https://www.facebook.com/salemmr/255238297885960,2017-12-18 14:17:20,positive
Wa7dek Amir ðŸ˜€ðŸ˜˜ðŸ˜ðŸ˜š,https://www.facebook.com/salemmr/255238297885960,2017-12-19 05:03:28,positive
Machallh 3lik rabbi ye7fdhek nchallh,https://www.facebook.com/salemmr/255238297885960_1619685488107894255238297885960_1618819941527782,2017-12-19 13:07:27,positive
amir ya m3alem,https://www.facebook.com/salemmr/255238297885960_1619685488107894255238297885960_1618819941527782255238297885960_559515744383148,2017-12-16 12:38:32,positive
Toooop,https://www.facebook.com/salemmr/255238297885960_1619685488107894255238297885960_1618819941527782255238297885960_559515744383148,2017-12-17 05:15:24,positive
I love you amir salem monsieur,https://www.facebook.com/salemmr/255238297885960_1616872548389188,2017-12-17 04:20:33,positive
le meilleur *-* â™¡â™¡,https://www.facebook.com/salemmr/255238297885960_1616872548389188,2017-12-17 16:28:02,positive
Nhebou houwa zain amir,https://www.facebook.com/salemmr/255238297885960_1616872548389188,2017-12-18 15:46:11,positive
rabi ywaf9ek nchallah ya ahla amir,https://www.facebook.com/salemmr/255238297885960_1616872548389188,2017-12-18 16:57:02,positive
Rabi m3ka,https://www.facebook.com/salemmr/255238297885960_1616872548389188,2017-12-18 18:10:11,positive
Ya m3alem,https://www.facebook.com/salemmr/255238297885960_1616872548389188,2017-12-21 05:51:24,positive
Ana aktar wahda antaba3 fik,https://www.facebook.com/salemmr/255238297885960_1616872548389188,2017-12-21 06:18:21,positive
N7bkkkkk barchaaðŸ˜»ðŸ˜»ðŸ˜»ðŸ˜»,https://www.facebook.com/salemmr/255238297885960_1615731951836581,2017-12-15 10:41:11,positive
Il est bien ce mec il faut juste qu il essaie de bien travailler en Ã©quipe et il mÃ©rite une bonne Ã©mission tout seul en tant qu un animateur,https://www.facebook.com/salemmr/255238297885960_1615731951836581,2017-12-15 10:49:39,positive
mwaher love u,https://www.facebook.com/salemmr/255238297885960_1615731951836581,2017-12-15 10:55:27,positive
Ah ya m3alm,https://www.facebook.com/salemmr/255238297885960_1615731951836581,2017-12-15 13:55:00,positive
Mnawar bzaf,https://www.facebook.com/salemmr/255238297885960_1615731951836581,2017-12-15 16:06:13,positive
Tooooop comme tjr,https://www.facebook.com/salemmr/255238297885960_1615731951836581,2017-12-16 12:10:08,positive
Tooooop bb tjr four nhbk w dima ma3akðŸ˜˜,https://www.facebook.com/salemmr/255238297885960_1615731951836581,2017-12-17 13:52:42,positive
Bouu zink amir ma7leeeek,https://www.facebook.com/salemmr/255238297885960_1615731951836581,2017-12-20 06:28:40,positive
Ija nabil ya amir 5atyr barcha yhibouk,https://www.facebook.com/salemmr/255238297885960_1614854308591012,2017-12-15 04:15:12,positive
tooooooop,https://www.facebook.com/salemmr/255238297885960_1610976708978772,2017-12-10 16:11:55,positive
Tooop mnawrinðŸ˜ðŸ˜ðŸ˜,https://www.facebook.com/salemmr/255238297885960_1610976708978772,2017-12-10 16:15:33,positive
â¤â¤âœŒâœŒ,https://www.facebook.com/salemmr/255238297885960_1610976708978772,2017-12-10 16:12:00,positive
Tooooop du tooooooop,https://www.facebook.com/salemmr/255238297885960_1610976708978772,2017-12-10 17:41:26,positive
â™¡â™¡â™¡â™¡â™¡â™¡â™¡â™¡â™¡â™¡,https://www.facebook.com/salemmr/255238297885960_1610976708978772,2017-12-10 17:46:24,positive
Tooooooop comme tjrsâ¤â¤,https://www.facebook.com/salemmr/255238297885960_1610976708978772,2017-12-10 18:11:15,positive
Top raw3a amir,https://www.facebook.com/salemmr/255238297885960_1610976708978772,2017-12-11 12:41:08,positive
TrÃ¨s bien,https://www.facebook.com/salemmr/255238297885960_1610976708978772,2017-12-11 13:55:48,positive
top amir,https://www.facebook.com/salemmr/255238297885960_1610976708978772,2017-12-12 10:36:50,positive
Toooop amir,https://www.facebook.com/salemmr/255238297885960_1610976708978772,2017-12-16 13:13:38,positive
TOOOP AMIR,https://www.facebook.com/salemmr/255238297885960_1610976708978772,2017-12-17 11:19:03,positive
Tooop,https://www.facebook.com/salemmr/255238297885960_1610976708978772,2017-12-22 04:30:23,positive
Rabi y3inek w rabi ywaf9ek et bonne continuation,https://www.facebook.com/salemmr/255238297885960_1607999782609798,2017-12-07 16:56:40,positive
Bon contuniation amir dima l9odem 3chiri,https://www.facebook.com/salemmr/255238297885960_1607999782609798,2017-12-07 17:20:45,positive
Bravo et bonne continuation ðŸ‘,https://www.facebook.com/salemmr/255238297885960_1607999782609798,2017-12-07 18:08:59,positive
Bonne continuation,https://www.facebook.com/salemmr/255238297885960_1607999782609798,2017-12-07 18:22:54,positive
rebi maak rak bzaaaaf,https://www.facebook.com/salemmr/255238297885960_1607999782609798,2017-12-07 19:04:57,positive
Bon contuniation amir dima l9odem 3chiri,https://www.facebook.com/salemmr/255238297885960_1607999782609798,2017-12-07 17:20:45,positive
Amir ma7lek w ma7la dhmarek w eli ynaber 3lik akid par jalousie bonne continuation â¤â¤,https://www.facebook.com/salemmr/255238297885960_1607999782609798,2017-12-08 00:29:06,positive
ija l gabes wallh n7ebouk barcha amir w nstanaw fik <3 <3 <3 <3 <3,https://www.facebook.com/salemmr/255238297885960_1607999782609798,2017-12-08 05:37:34,positive
7bk barcha amir amaan ija el menzel bouzelfa,https://www.facebook.com/salemmr/255238297885960_1607999782609798,2017-12-08 10:21:19,positive
BON COURRRRRRRRRRRAGE AMMMMMIR,https://www.facebook.com/salemmr/255238297885960_1607999782609798,2017-12-08 14:23:50,positive
Rabi ywaf9ak akhoya,https://www.facebook.com/salemmr/255238297885960_1607999782609798,2017-12-10 09:22:00,positive
Rabi i3inek y'a 3esel,https://www.facebook.com/salemmr/255238297885960_1607999782609798,2017-12-15 08:30:35,positive
stop tjr amir top ðŸ˜˜,https://www.facebook.com/salemmr/255238297885960_1607999782609798,2017-12-17 13:59:46,positive
Mat3aber 7ad ya fratelou wasel w nchalah m'en 7san ila a7sen ðŸ˜‹ðŸ˜€ðŸ˜™,https://www.facebook.com/salemmr/255238297885960_1604903896252720,2017-12-04 14:32:40,positive
"bravo , je te souhaite bcp de succÃ©s et de reussite cousin",https://www.facebook.com/salemmr/255238297885960_1604208476322262,2017-12-04 02:23:53,positive
Oui mahlkkkk amir w rabi ywaf9ek,https://www.facebook.com/salemmr/255238297885960_1604208476322262,2017-12-04 18:10:22,positive
bon continuation amir,https://www.facebook.com/salemmr/255238297885960_1604208476322262,2017-12-06 09:50:16,positive
Moche normale 3ale5err lh9i9a rejbtniii sepacetcleâ¤â¤â¤,https://www.facebook.com/salemmr/255238297885960_1604150829661360,2017-12-03 17:18:58,positive
Bravo bonne continuation motet bel thou7ik enti a7sen wahid fi tunisðŸ‘ðŸ‘,https://www.facebook.com/salemmr/255238297885960_1604150829661360,2017-12-03 17:50:55,positive
Vrmt bravo w rabi m3ak,https://www.facebook.com/salemmr/255238297885960_1604150829661360,2017-12-03 17:55:36,positive
Bravo,https://www.facebook.com/salemmr/255238297885960_1604150829661360,2017-12-04 08:21:37,positive
Brasmi moch nourmalðŸ˜ðŸ˜,https://www.facebook.com/salemmr/255238297885960_1604150829661360,2017-12-04 14:10:32,positive
Tayara.,https://www.facebook.com/salemmr/255238297885960_1604150829661360,2017-12-04 14:36:00,positive
Bon courage amir,https://www.facebook.com/salemmr/255238297885960_1603884063021370,2017-12-03 12:03:49,positive
Bon courage mon amourâ¤â¤,https://www.facebook.com/salemmr/255238297885960_1603884063021370,2017-12-03 12:23:33,positive
Bravo bonne continuation motet bel thou7ik enti a7sen wahid fi tunisðŸ‘ðŸ‘,https://www.facebook.com/salemmr/255238297885960_1604150829661360,2017-12-03 17:50:55,positive
Amir ya tayara,https://www.facebook.com/salemmr/255238297885960_1595418203867956,2017-11-26 13:07:01,positive
"Quand l'avion passe, les chiens aboient.",https://www.facebook.com/salemmr/255238297885960_1590255281050915,2017-11-20 13:50:56,positive
Y'a Salem Mr y'a m3adhabhom ou salamli 3la 5anchour,https://www.facebook.com/salemmr/255238297885960_1590255281050915,2017-11-20 15:11:24,positive
Go go ðŸ˜Ž,https://www.facebook.com/salemmr/255238297885960_1587282828014827,2017-11-17 18:56:32,positive
The kiing ðŸ˜â¤,https://www.facebook.com/salemmr/255238297885960_1583873268355783,2017-11-14 13:16:18,positive
rajel sid erjel ya weld tlili khalihom ken andna prof d'arabe ken ikoul al kafilatou tassir wal kilabou tanbahou,https://www.facebook.com/salemmr/255238297885960_1583873268355783,2017-11-14 14:11:59,positive
"Quand l'avion passe, les chiens aboient.",https://www.facebook.com/salemmr/255238297885960_1583873268355783,2017-11-14 14:24:28,positive
wlh m3alemmmm,https://www.facebook.com/salemmr/255238297885960_1583873268355783,2017-11-14 15:01:53,positive
Mahlek,https://www.facebook.com/salemmr/255238297885960_1583873268355783,2017-11-16 14:44:57,positive
Adhhek amir thabel thabel nmout 3lik weli yakrhek yghir menk,https://www.facebook.com/salemmr/255238297885960_1583873268355783,2017-11-16 23:04:24,positive
Rabbi ijibek fi soin ou ya7fdk bonne chance dans ta vie,https://www.facebook.com/salemmr/255238297885960_1583873268355783,2017-11-24 14:09:13,positive
Mwaher sahbi,https://www.facebook.com/salemmr/255238297885960_1583873268355783,2017-12-01 05:36:59,positive
te3jebni bb,https://www.facebook.com/SalemMr1/255238297885960_1583873268355783,2017-12-01 16:52:39,positive
â¤â¤â¤,https://www.facebook.com/SalemMr1/255238297885960_1583873268355783,2017-12-21 08:16:48,positive
Mahlek,https://www.facebook.com/SalemMr1/255238297885960_1583873268355783,2017-11-16 14:44:57,positive
Adhhek amir thabel thabel nmout 3lik weli yakrhek yghir menk,https://www.facebook.com/SalemMr1/255238297885960_1583873268355783,2017-11-16 23:04:24,positive
m3alem sa7bi,https://www.facebook.com/SalemMr1/255238297885960_1582769298466180,2017-11-13 14:22:45,positive
Yhabal yo9tol w anta li mhalih w mhali tt les progs ðŸ˜˜ðŸ˜˜,https://www.facebook.com/SalemMr1/255238297885960_1582769298466180,2017-11-13 14:40:57,positive
Ana y3jebni amirrr barchaa,https://www.facebook.com/SalemMr1/255238297885960_1582769298466180,2017-11-13 18:39:22,positive
Excellent,https://www.facebook.com/SalemMr1/255238297885960_1582769298466180,2017-11-15 07:46:03,positive
rak foooooooooooort bezaaaf,https://www.facebook.com/SalemMr1/255238297885960_1582769298466180,2017-11-18 15:18:38,positive
Amir 5ir min 5anchour sa5ifff,https://www.facebook.com/SalemMr1/255238297885960_1582092985200478,2017-11-13 18:41:58,positive
Salem Mr Kima kotlek incha'allah men najeh lel najeh chmeta fel nabara we rabbi ya3tik matetmana el kol ye a7la Amir â¤ðŸ™ðŸ˜‰ðŸ˜˜,https://www.facebook.com/SalemMr1/255238297885960_1580929215316855,2017-11-11 15:01:14,positive
Pour les minables morveux Ù…ÙˆØªÙˆØ§ Ø¨ØºÙŠØ¸ÙŠÙƒÙ…,https://www.facebook.com/SalemMr1/255238297885960_1580580325351744,2017-11-11 11:58:49,positive
wa7dek ya amir,https://www.facebook.com/SalemMr1/255238297885960_1580580325351744,2017-11-11 14:56:26,positive
Rabi fathelhelk mirou ðŸ˜˜ðŸ˜˜,https://www.facebook.com/SalemMr1/255238297885960_1571866369556473,2017-11-02 15:50:26,positive
Mirou jimla wa7da??!!?,https://www.facebook.com/SalemMr1/255238297885960_1571866369556473,2017-11-02 16:03:06,positive
A93d la7as nty ðŸ˜­,https://www.facebook.com/SalemMr1/255238297885960_1571866369556473,2017-11-02 17:18:21,positive
Dima m7affelha ya m3allem,https://www.facebook.com/SalemMr1/255238297885960_1570479259695184,2017-11-01 06:30:35,positive
Rabbi m3ak amir et bonne chance,https://www.facebook.com/SalemMr1/255238297885960_1570479259695184,2017-11-01 06:44:27,positive
"Bon courage Salem Mr, Tu es le meilleur humoriste tunisien ðŸ‘",https://www.facebook.com/SalemMr1/255238297885960_1561629947246782,2017-10-24 03:04:26,positive
Tu es. Vraiment un bon comique,https://www.facebook.com/SalemMr1/532164336879346_1467670136662090,2017-12-13 16:39:50,positive
Woooooh chay kbir...... bech nmout b dhahek hhhhhhhhhhhhhh,https://www.facebook.com/SalemMr1/532164336879346_1293641827398256,2017-05-10 16:34:04,positive
hhhhhhh mala amir,https://www.facebook.com/SalemMr1/532164336879346_1293641827398256,2017-05-10 17:54:40,positive
Bravo,https://www.facebook.com/SalemMr1/532164336879346_1293641827398256,2017-12-13 16:38:37,positive
Barra wlidi yar7am fomok feli 9oltou lkol chay ynata9 el wa7ed men jnebou  ðŸ˜‚ðŸ˜‰ðŸ˜‚,https://www.facebook.com/SalemMr1/532164336879346_1200046410091132,2017-02-10 09:52:46,positive
Sahit,https://www.facebook.com/SalemMr1/532164336879346_1200046410091132,2017-02-11 17:10:47,positive
Tesvah ala kir amir salem mr ya m3alem,https://www.facebook.com/SalemMr1/255238297885960_1574866825923094,2017-11-05 16:46:22,positive
WatÃ¨tek el loupe hhh,https://www.facebook.com/SalemMr1/255238297885960_1531136333629477,2017-09-22 15:47:43,positive
e5dem wa7dek ya bro,https://www.facebook.com/SalemMr1/255238297885960_1530265577049886,2017-09-21 17:55:39,positive
'7ebbek barcha ya amirðŸ˜…ðŸ˜…ðŸ˜…ðŸ˜…ðŸ˜…,https://www.facebook.com/SalemMr1/255238297885960_1523832631026514,2017-09-17 09:51:01,positive
Soo funnnu,https://www.facebook.com/SalemMr1/255238297885960_1519624794780631,2017-09-09 13:57:59,positive
Ena ken e3jebni dhmarek ama mili walit tahki yacer b rouhik ma3adech walit masset e tawadho3 howa ases najeh surtout l wahed f 3omrek,https://www.facebook.com/salemmr/255238297885960_1621670871242689,2017-12-21 16:55:15,negative
trettt nayek,https://www.facebook.com/salemmr/255238297885960_1619685488107894,2017-12-22 11:49:05,negative
Ya 3atuk 3sba,https://www.facebook.com/salemmr/255238297885960_1616872548389188,2017-12-22 11:58:45,negative
Mekech 5ayeb ama 3andek chwaya 8ourour . Na9as chwaya . W accepti bellehi l invitation mte3 Nehed Ben Ali.,https://www.facebook.com/salemmr/255238297885960_1615731951836581,2017-12-15 18:25:33,negative
Chbik nty m sbeeh a rajeel hhhhhhhhhhhh t9oul hatinek mo3tmaad,https://www.facebook.com/salemmr/255238297885960_1614854308591012,2017-12-14 15:58:42,negative
Ratah rouhk chwyy,https://www.facebook.com/salemmr/255238297885960_1614854308591012,2017-12-14 15:59:01,negative
erfees erfees ya tahann,https://www.facebook.com/salemmr/255238297885960_1604208476322262,2017-12-04 05:42:35,negative
mamasetek,https://www.facebook.com/salemmr/255238297885960_1595418203867956,2017-11-26 06:45:27,negative
"bhiiim -_- , salem 3la chkoun yektebllek ;)",https://www.facebook.com/salemmr/255238297885960_1587282828014827,2017-11-18 08:48:35,negative
Maset maset,https://www.facebook.com/salemmr/255238297885960_1582769298466180,2017-11-13 13:03:19,negative
Msalem 3lik sidek 5anchour,https://www.facebook.com/salemmr/255238297885960_1582769298466180,2017-11-13 13:16:36,negative
3amlinek tkarkira :p,https://www.facebook.com/salemmr/255238297885960_1582769298466180,2017-11-13 13:35:00,negative
5anchour the best,https://www.facebook.com/salemmr/255238297885960_1574866825923094,2017-11-06 15:28:21,negative
"5anchor 9alek Salem 3adar 
7ala imnayka",https://www.facebook.com/salemmr/255238297885960_1574866825923094,2017-11-10 03:21:49,negative
Masta,https://www.facebook.com/salemmr/255238297885960_1572632502813193,2017-11-03 12:50:02,negative
5iiiiiit hadha echna9esna wa7ed maset kifek ti kif nchoufek fi tlv nbadel bara wahef yhezek chleka kifek,https://www.facebook.com/salemmr/255238297885960_1572632502813193,2017-11-04 03:38:34,negative
"9a3ed ta9ra fil les commentaires ??
Zebi i7chim nayik  3la rou7ik ,tibessil baaaaaaaaaaarcha :D
Gholem ilfehri 9alou chroniqueur :D",https://www.facebook.com/salemmr/255238297885960_1572632502813193,2017-11-04 10:58:37,negative
hya masta w enti amseet mnha dima nrak fi lafayetee amiir maaseeeeeeeeeeeeeeet .,https://www.facebook.com/salemmr/255238297885960_1571836559559454,2017-11-02 19:23:30,negative
Mamstek w marakek w marznek mafhemtech kifeh hatinou f talfza,https://www.facebook.com/salemmr/255238297885960_1570876052988838,2017-11-01 16:22:22,negative
Ya3tak 3asba,https://www.facebook.com/salemmr/532164336879346_1490142034414900,2017-12-01 18:17:36,negative
Ya3tak 3asba,https://www.facebook.com/salemmr/532164336879346_1467670136662090,2017-12-01 18:17:50,negative
Mamstk,https://www.facebook.com/salemmr/532164336879346_1417881821640922,2017-09-10 13:10:39,negative
Hahahaha 9adeh b9it testana besh aamal maak selfie :3,https://www.facebook.com/salemmr/532164336879346_1364266423669129,2017-07-16 09:27:16,negative
Ya3tekom 3asba 2,https://www.facebook.com/salemmr/532164336879346_1364266423669129,2017-12-01 18:18:17,negative
Ty wlh toht mn 3eny mnaqelha aala 3oumar,https://www.facebook.com/salemmr/532164336879346_1293641827398256,2017-05-10 15:50:29,negative
ta7an wmouch rajel wfesed barcha,https://www.facebook.com/salemmr/532164336879346_1293641827398256,2017-05-10 17:33:37,negative
Ya3tak 3asba,https://www.facebook.com/SalemMr1/532164336879346_1293641827398256,2017-12-01 18:17:23,negative
bled maben,https://www.facebook.com/SalemMr1/532164336879346_1282169098545529,2017-04-29 04:34:55,negative
ArriÃ©rÃ© mental,https://www.facebook.com/SalemMr1/532164336879346_1209549285807511,2017-02-19 07:17:09,negative
mamstou,https://www.facebook.com/SalemMr1/532164336879346_1200046410091132,2017-02-10 20:04:50,negative
massit  je n'ai pas,https://www.facebook.com/SalemMr1/532164336879346_1092646490831125,2016-10-30 08:43:35,negative
Mazlet la3bed ta7ki eb 100 000 abonnÃ©s !,https://www.facebook.com/SalemMr1/255238297885960_1574866825923094,2017-11-05 15:36:39,negative
Frerisme !!!,https://www.facebook.com/SalemMr1/255238297885960_1574866825923094,2017-11-06 05:41:20,negative
Maseeeeeeeeeeeeeet,https://www.facebook.com/SalemMr1/255238297885960_1531715723571538,2017-09-24 03:38:29,negative
Masta lasta !!,https://www.facebook.com/SalemMr1/255238297885960_1520299531379824,2017-09-10 09:49:22,negative
okohaw salem mr tla3 teba3 jme3et k frÃ©ret ðŸ˜‚ðŸ˜‚,https://www.facebook.com/SalemMr1/255238297885960_1519624794780631,2017-09-09 13:49:09,negative
Masta ðŸ˜”ðŸ˜³,https://www.facebook.com/SalemMr1/255238297885960_1519624794780631,2017-09-09 14:13:12,negative
Jabri frere yetmanyek al freret hahahahhahahhaahhahahahahhahahahahahhahahahahaha fuck,https://www.facebook.com/SalemMr1/255238297885960_1519624794780631,2017-09-14 16:01:24,negative
Makhibou ou mamstou ðŸ¤¢Khiiit lotf hahahahhahahah,https://www.facebook.com/SalemMr1/255238297885960_1519624794780631,2017-09-14 16:02:39,negative
mamstek w tefeh a333333333,https://www.facebook.com/SalemMr1/255238297885960_1506235972786180,2017-08-25 19:30:22,negative
Net zabi chofe rohak ein rak 3ayach  fi tunis hhhhh  wa zide hadki lame3ich ki,https://www.facebook.com/SalemMr1/255238297885960_1506235972786180,2017-08-25 19:57:50,negative
Net zabi chofe rohak ein rak 3ayach  fi tunis hhhhh  wa zide hadki lame3ich ki,https://www.facebook.com/SalemMr1/255238297885960_1506235972786180,2017-08-25 19:57:50,negative
mjber ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,https://www.facebook.com/SalemMr1/255238297885960_1506235972786180,2017-08-25 20:23:14,negative
Hhh asma3 aw wahed dziri 9awi 3elik ya wahed na9ach,https://www.facebook.com/SalemMr1/255238297885960_1506235972786180,2017-08-26 13:43:32,negative
ya zbi wld l3asma mshi nayek wld.9hba yedk f zeby,https://www.facebook.com/SalemMr1/255238297885960_1506235972786180,2017-08-26 13:59:42,negative
"tu t'es mis dans la merde, t'as pas idÃ©e!",https://www.facebook.com/SalemMr1/255238297885960_1506235972786180,2017-08-26 06:29:27,negative
brjoulya majbtch fha lmara hdhi sa7bi masta,https://www.facebook.com/SalemMr1/255238297885960_1506235972786180,2017-08-26 12:00:53,negative
Tfaraaaajt maydha7akch yecer a9wa faza eejbetni mta3 na7i sac 9alou lefransis ta3tich fihom lamen hhhhhhhhhhhhhh,https://www.facebook.com/SalemMr1/255238297885960_1506235972786180,2017-08-28 06:40:01,negative
masta hedy,https://www.facebook.com/SalemMr1/255238297885960_1026446147431834,2016-06-09 11:59:14,negative
mamstek w mamrgek -_-,https://www.facebook.com/SalemMr1/255238297885960_1029234427153006,2016-06-08 13:42:00,negative
maast,https://www.facebook.com/SalemMr1/255238297885960_1029234427153006,2016-06-08 12:01:40,negative
Ken naberet 3a sitcom maset te3ik ØµØ­ÙŠØ© ØºÙŠØ± Ø¯Ø±Ø¬ÙŠÙ† khir rak 3ossss,https://www.facebook.com/SalemMr1/255238297885960_1029234427153006,2016-06-08 11:47:31,negative
masta :p,https://www.facebook.com/SalemMr1/255238297885960_1029234427153006,2016-06-08 10:13:40,negative
Masta,https://www.facebook.com/SalemMr1/255238297885960_1352401654836280,2017-04-16 16:27:22,negative
Ena ken e3jebni dhmarek ama mili walit tahki yacer b rouhik ma3adech walit masset e tawadho3 howa ases najeh surtout l wahed f 3omrek,https://www.facebook.com/salemmr/255238297885960_1621670871242689,2017-12-21 16:55:15,negative
trettt nayek,https://www.facebook.com/salemmr/255238297885960_1619685488107894,2017-12-22 11:49:05,negative
Ya 3atuk 3sba,https://www.facebook.com/salemmr/255238297885960_1616872548389188,2017-12-22 11:58:45,negative
Mekech 5ayeb ama 3andek chwaya 8ourour . Na9as chwaya . W accepti bellehi l invitation mte3 Nehed Ben Ali.,https://www.facebook.com/salemmr/255238297885960_1615731951836581,2017-12-15 18:25:33,negative
Chbik nty m sbeeh a rajeel hhhhhhhhhhhh t9oul hatinek mo3tmaad,https://www.facebook.com/salemmr/255238297885960_1614854308591012,2017-12-14 15:58:42,negative
Ratah rouhk chwyy,https://www.facebook.com/salemmr/255238297885960_1614854308591012,2017-12-14 15:59:01,negative
erfees erfees ya tahann,https://www.facebook.com/salemmr/255238297885960_1604208476322262,2017-12-04 05:42:35,negative
mamasetek,https://www.facebook.com/salemmr/255238297885960_1595418203867956,2017-11-26 06:45:27,negative
bhiiim -_- salem 3la chkoun yektebllek ;),https://www.facebook.com/salemmr/255238297885960_1587282828014827,2017-11-18 08:48:35,negative
Maset maset,https://www.facebook.com/salemmr/255238297885960_1582769298466180,2017-11-13 13:03:19,negative
Msalem 3lik sidek 5anchour,https://www.facebook.com/salemmr/255238297885960_1582769298466180,2017-11-13 13:16:36,negative
3amlinek tkarkira :p,https://www.facebook.com/salemmr/255238297885960_1582769298466180,2017-11-13 13:35:00,negative
5anchour the best,https://www.facebook.com/salemmr/255238297885960_1574866825923094,2017-11-06 15:28:21,negative
5anchor 9alek Salem 3adar  7ala imnayka,https://www.facebook.com/salemmr/255238297885960_1574866825923094,2017-11-10 03:21:49,negative
Masta,https://www.facebook.com/salemmr/255238297885960_1572632502813193,2017-11-03 12:50:02,negative
5iiiiiit hadha echna9esna wa7ed maset kifek ti kif nchoufek fi tlv nbadel bara wahef yhezek chleka kifek,https://www.facebook.com/salemmr/255238297885960_1572632502813193,2017-11-04 03:38:34,negative
9a3ed ta9ra fil les commentaires ?? Zebi i7chim nayik  3la rou7ik tibessil baaaaaaaaaaarcha :D Gholem ilfehri 9alou chroniqueur :D ,https://www.facebook.com/salemmr/255238297885960_1572632502813193,2017-11-04 10:58:37,negative
hya masta w enti amseet mnha dima nrak fi lafayetee amiir maaseeeeeeeeeeeeeeet .,https://www.facebook.com/salemmr/255238297885960_1571836559559454,2017-11-02 19:23:30,negative
Mamstek w marakek w marznek mafhemtech kifeh hatinou f talfza,https://www.facebook.com/salemmr/255238297885960_1570876052988838,2017-11-01 16:22:22,negative
Ya3tak 3asba,https://www.facebook.com/salemmr/532164336879346_1490142034414900,2017-12-01 18:17:36,negative
Ya3tak 3asba,https://www.facebook.com/salemmr/532164336879346_1467670136662090,2017-12-01 18:17:50,negative
Mamstk,https://www.facebook.com/salemmr/532164336879346_1417881821640922,2017-09-10 13:10:39,negative
Hahahaha 9adeh b9it testana besh aamal maak selfie :3,https://www.facebook.com/salemmr/532164336879346_1364266423669129,2017-07-16 09:27:16,negative
